date,user_id,employment_status,emotion_tag,song_name,distribution_type,song_exposed,song_clicked,detail_clicked,play_started,play_progress,favorite,share,comment,artist_page_visit,follow_artist,artist_name
2026-09-13,U00340,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00340,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,0,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-11,U00341,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00341,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,1,1,0.7663,0,1,0,1,0,陈以诺Sarah
2026-09-12,U00342,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-12,U00342,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-14,U00343,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00344,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-13,U00345,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00346,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00346,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,1,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-13,U00347,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00347,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,0,0,0,0.0,0,0,0,0,0,门门
2026-09-11,U00348,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00348,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-17,U00349,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00349,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-14,U00350,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00350,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,0,1,1.0,0,0,0,0,0,门门
2026-09-16,U00351,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00352,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-16,U00353,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,1,1,0.9263,0,0,0,1,1,张三七_
2026-09-16,U00353,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.4778,0,0,0,0,0,才才
2026-09-11,U00354,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00354,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,0,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-14,U00355,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00355,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,0,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-12,U00356,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00356,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,0,1,0.5707,0,0,0,0,0,陈以诺Sarah
2026-09-17,U00357,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00357,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,0,1,1.0,1,0,0,0,0,门门
2026-09-14,U00358,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00359,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00359,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,1,1,0.8002,0,0,0,0,0,门门
2026-09-16,U00360,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00360,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,1,0,1,0.0318,0,0,0,0,0,就是哈比
2026-09-16,U00361,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00361,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,1,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-17,U00362,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00363,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00364,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00364,职场新人,假期被工作占据,Sunday,互动推荐,1,1,0,1,1.0,0,0,0,0,0,关浩德Walter
2026-09-13,U00365,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-13,U00365,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,0,0,0,0.0,0,0,0,0,0,雷同二友
2026-09-13,U00366,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00366,求职中,对计划失控的恐惧,我想和你东游西晃,互动推荐,1,1,0,0,0.0,0,0,0,0,0,动物园钉子户
2026-09-16,U00367,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00367,求职中,焦虑,开心最重要,互动推荐,1,0,0,0,0.0,0,0,0,0,0,才才
2026-09-14,U00368,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00368,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.1997,0,0,0,0,0,才才
2026-09-12,U00369,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00370,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00370,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,0,0,0,0.0,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-16,U00371,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00371,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,1,1,0.828,0,0,0,0,0,门门
2026-09-13,U00372,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00373,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00374,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00374,求职中,对计划失控的恐惧,我想和你东游西晃,互动推荐,1,1,0,1,1.0,0,0,0,1,0,动物园钉子户
2026-09-11,U00375,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00375,职场新人,下班路上为工作内耗,金都,互动推荐,1,0,0,0,0.0,0,0,0,0,0,大都会乐团
2026-09-16,U00376,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,1,1,0.335,0,0,0,0,0,张三七_
2026-09-16,U00376,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,0,0,0,0.0,0,0,0,0,0,Matt吕彦良
2026-09-16,U00377,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00377,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,0,0,0,0.0,0,0,0,0,0,门门
2026-09-14,U00378,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00378,职场新人,假期被工作占据,Sunday,互动推荐,1,1,0,1,0.9641,0,0,0,0,0,关浩德Walter
2026-09-16,U00379,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00379,求职中,对计划失控的恐惧,我想和你东游西晃,互动推荐,1,1,1,1,0.5736,0,0,0,0,0,动物园钉子户
2026-09-11,U00380,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00380,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,1,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-15,U00381,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-15,U00381,职场新人,思考工作的意义,没有羊的牧羊人,互动推荐,1,1,1,1,1.0,0,0,0,0,0,裘德
2026-09-12,U00382,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00382,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,0,1,0.4367,0,0,0,0,0,陈以诺Sarah
2026-09-16,U00383,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00383,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,1,1,1.0,0,1,0,0,0,门门
2026-09-12,U00384,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00385,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00385,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.6765,0,0,0,0,0,才才
2026-09-12,U00386,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00387,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00387,职场新人,思考工作的意义,没有羊的牧羊人,互动推荐,1,0,0,0,0.0,0,0,0,0,0,裘德
2026-09-17,U00388,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00388,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,1,0,1,0.896,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-14,U00389,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00390,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00390,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,1,0,1,1.0,0,0,0,1,0,就是哈比
2026-09-12,U00391,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00391,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.1464,0,0,0,0,0,才才
2026-09-16,U00392,职场新人,,快乐着疲惫,BGM,1,0,1,1,0.3752,0,0,0,0,0,DEN
2026-09-16,U00392,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-11,U00393,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00393,职场新人,思考工作的意义,没有羊的牧羊人,互动推荐,1,0,0,0,0.0,0,0,0,0,0,裘德
2026-09-13,U00394,职场新人,,快乐着疲惫,BGM,1,0,1,1,0.6106,0,0,0,0,0,DEN
2026-09-13,U00394,职场新人,下班路上为工作内耗,金都,互动推荐,1,0,0,0,0.0,0,0,0,0,0,大都会乐团
2026-09-17,U00395,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,1,1,0.051,0,0,0,0,0,张三七_
2026-09-17,U00395,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,0,1,0.8548,0,0,0,0,0,陈以诺Sarah
2026-09-12,U00396,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00397,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00397,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,1,0,1,1.0,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-11,U00398,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00398,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,1,0,1,1.0,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-14,U00399,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00399,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,1,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-17,U00400,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00400,职场新人,思考工作的意义,没有羊的牧羊人,互动推荐,1,0,0,0,0.0,0,0,0,0,0,裘德
2026-09-16,U00401,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00402,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00403,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00403,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,1,0,1,0.1534,0,1,0,0,0,Matt吕彦良
2026-09-16,U00404,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00404,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,0,0,0,0.0,0,0,0,0,0,Matt吕彦良
2026-09-17,U00405,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00405,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,1,0,1,0.9229,0,0,0,0,0,雷同二友
2026-09-14,U00406,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-15,U00407,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-15,U00407,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,0,0,0,0.0,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-14,U00408,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00408,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,0,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-17,U00409,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-17,U00409,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,0,0,0,0.0,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-11,U00410,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00410,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,1,1,0.9168,0,0,0,0,0,陈以诺Sarah
2026-09-14,U00411,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00411,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,0,1,1.0,1,0,0,0,0,门门
2026-09-12,U00412,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00412,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,0,1,0.9418,0,0,0,0,0,门门
2026-09-11,U00413,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00413,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,1,0,1,1.0,1,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-11,U00414,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00415,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00416,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00416,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,0,0,0,0.0,0,0,0,0,0,Matt吕彦良
2026-09-15,U00417,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-15,U00417,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-11,U00418,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00419,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00420,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00420,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,0,0,0,0.0,0,0,0,0,0,门门
2026-09-12,U00421,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00421,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,0,1,0.5345,0,0,0,1,0,陈以诺Sarah
2026-09-17,U00422,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-12,U00423,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-12,U00423,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,0,0,0,0.0,0,0,0,0,0,雷同二友
2026-09-14,U00424,职场新人,,快乐着疲惫,BGM,1,0,1,1,0.2126,0,0,0,0,0,DEN
2026-09-14,U00424,职场新人,下班路上为工作内耗,金都,互动推荐,1,1,0,1,0.3955,0,0,0,0,0,大都会乐团
2026-09-16,U00425,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-16,U00425,职场新人,麻木,植物人的闹钟,互动推荐,1,0,0,0,0.0,0,0,0,0,0,失眠白貉
2026-09-11,U00426,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00427,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00427,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,1,0,1,0.3754,0,0,0,0,0,Matt吕彦良
2026-09-14,U00428,职场新人,,快乐着疲惫,BGM,1,0,1,1,0.8218,0,0,0,0,0,DEN
2026-09-14,U00429,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00429,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,1,0,1,0.0704,0,0,0,0,0,雷同二友
2026-09-13,U00430,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00430,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.7726,0,0,0,0,0,才才
2026-09-17,U00431,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00431,求职中,对计划失控的恐惧,我想和你东游西晃,互动推荐,1,1,1,1,1.0,0,0,0,0,0,动物园钉子户
2026-09-15,U00432,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00432,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,0,0,0,0.0,0,0,0,0,0,Matt吕彦良
2026-09-15,U00433,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00434,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-11,U00434,求职中,宅家睡到日夜颠倒,走走走,互动推荐,1,1,0,1,0.6735,0,0,0,1,0,Matt吕彦良
2026-09-16,U00435,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00436,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00437,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00437,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,0,0,0,0.0,0,0,0,0,0,雷同二友
2026-09-13,U00438,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00438,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,1,0,1,0.0736,0,0,0,0,0,陈以诺Sarah
2026-09-11,U00439,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-11,U00439,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-16,U00440,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00440,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,0,0,0,0.0,0,0,0,0,0,门门
2026-09-13,U00441,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00441,求职中,焦虑,开心最重要,互动推荐,1,0,0,0,0.0,0,0,0,0,0,才才
2026-09-15,U00442,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00442,求职中,对计划失控的恐惧,我想和你东游西晃,互动推荐,1,1,1,0,0.0,0,0,0,0,0,动物园钉子户
2026-09-16,U00443,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-16,U00443,求职中,焦虑,开心最重要,互动推荐,1,0,0,0,0.0,0,0,0,0,0,才才
2026-09-16,U00444,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-16,U00444,职场新人,工作PTSD,吗喽狂想曲,互动推荐,1,0,0,0,0.0,0,0,0,0,0,玫瑰岛RoseIsland乐队
2026-09-14,U00445,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00445,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,0,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-13,U00446,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00446,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,0,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-14,U00447,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00447,求职中,焦虑,开心最重要,互动推荐,1,0,0,0,0.0,0,0,0,0,0,才才
2026-09-12,U00448,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00448,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.3756,0,0,0,0,0,才才
2026-09-13,U00449,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-13,U00449,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,0,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-12,U00450,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-15,U00451,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00451,求职中,迷茫,恐高的长脖子小鹿,互动推荐,1,0,0,0,0.0,0,0,0,0,0,就是哈比
2026-09-14,U00452,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00452,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,0,0,0,0.0,0,0,0,0,0,雷同二友
2026-09-12,U00453,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-12,U00453,求职中,对计划失控的恐惧,我想和你东游西晃,互动推荐,1,0,0,0,0.0,0,0,0,0,0,动物园钉子户
2026-09-13,U00454,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-13,U00454,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-14,U00455,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-14,U00455,职场新人,下班路上为工作内耗,金都,互动推荐,1,0,0,0,0.0,0,0,0,0,0,大都会乐团
2026-09-14,U00456,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00456,求职中,焦虑,开心最重要,互动推荐,1,1,0,1,0.0492,0,0,0,0,0,才才
2026-09-15,U00457,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00457,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,0,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-17,U00458,职场新人,,快乐着疲惫,BGM,1,0,1,1,0.6101,0,0,0,0,0,DEN
2026-09-17,U00458,职场新人,上班怕迟到/赶ddl,mimimomo,互动推荐,1,1,0,1,1.0,0,0,0,0,0,雷同二友
2026-09-16,U00459,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-14,U00460,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-13,U00461,职场新人,,快乐着疲惫,BGM,1,0,0,0,0.0,0,0,0,0,0,DEN
2026-09-13,U00461,职场新人,假期被工作占据,Sunday,互动推荐,1,0,0,0,0.0,0,0,0,0,0,关浩德Walter
2026-09-15,U00462,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-15,U00462,求职中,自我怀疑,垃圾飞行指南,互动推荐,1,1,0,0,0.0,0,0,0,0,0,门门
2026-09-17,U00463,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
2026-09-17,U00463,求职中,等待简历投递/面试结果,食等睡等,互动推荐,1,0,0,0,0.0,0,0,0,0,0,陈以诺Sarah
2026-09-13,U00464,求职中,,你已经长大了，想去哪里都可以,BGM,1,0,0,0,0.0,0,0,0,0,0,张三七_
